id	entry	check	category	status	value
PORT-gtasaf-036-input-hotplug	gtasaf	036-input-hotplug	input	recorded	not universal evidence
PORT-gtasaf-037-cursor-context	gtasaf	037-cursor-context	input	recorded	not-applicable
PORT-gtasaf-038-single-instance	gtasaf	038-single-instance	lifecycle	recorded	exact target process
PORT-gtasaf-039-save-pause-exit	gtasaf	039-save-pause-exit	lifecycle	recorded	approved local target behavior only
PORT-gtasaf-040-physical-stacks	gtasaf	040-physical-stacks	evidence	recorded	[{"level":"physical-subsystem","release":"local snapshot","result":"approved source of loader, RELR, video, audio and input parts; no cross-device claim","stack":"NextOS Mali-450/fbdev"}]
PORT-gtasaf-041-limitations	gtasaf	041-limitations	evidence	recorded	["Not universal","Do not mix data/engine with classic GTASA"]
PORT-gtasaf-042-generalization	gtasaf	042-generalization	generalization	recorded	{"allowed":["Android RELR implementation","native-first audio diagnosis"],"forbidden":["GameNative offsets","force Pulse or ALSA globally","claim device support"]}
PORT-gtavc-001-canonical-id	gtavc	001-canonical-id	identity	recorded	gtavc
PORT-gtavc-002-title	gtavc	002-title	identity	recorded	GTA Vice City Android rerelease
PORT-gtavc-003-support-scope	gtavc	003-support-scope	classification	recorded	local-device-specific-approved
PORT-gtavc-004-publication	gtavc	004-publication	classification	recorded	local-reference
PORT-gtavc-005-positive-reference	gtavc	005-positive-reference	classification	recorded	true
PORT-gtavc-006-local-path	gtavc	006-local-path	source	recorded	ports/gtavc
PORT-gtavc-007-remote-url	gtavc	007-remote-url	source	recorded	not-applicable: no current public release ledger
PORT-gtavc-008-source-snapshot	gtavc	008-source-snapshot	source	recorded	58aa81be7527386be895c91509e818c0da7d018c
PORT-gtavc-009-release-tag	gtavc	009-release-tag	release	recorded	local playable snapshot
PORT-gtavc-010-release-commit	gtavc	010-release-commit	release	recorded	58aa81be7527386be895c91509e818c0da7d018c
PORT-gtavc-011-release-asset	gtavc	011-release-asset	release	recorded	not-applicable: local reference
PORT-gtavc-012-release-sha256	gtavc	012-release-sha256	release	recorded	not-applicable: local reference
PORT-gtavc-013-data-policy	gtavc	013-data-policy	data	recorded	BYO Rockstar Android ARM64 assets
PORT-gtavc-014-package-identity	gtavc	014-package-identity	data	recorded	official ARM64 libGame Flutter-shell rerelease
PORT-gtavc-015-version-rule	gtavc	015-version-rule	data	recorded	do not mix with reVC or other Rockstar data
PORT-gtavc-016-transactional-install	gtavc	016-transactional-install	data	recorded	historical custom loose-asset layout
PORT-gtavc-017-guest-abi	gtavc	017-guest-abi	abi	recorded	Android AArch64
PORT-gtavc-018-host-abi	gtavc	018-host-abi	abi	recorded	Linux AArch64
PORT-gtavc-019-elf-class	gtavc	019-elf-class	abi	recorded	ELF64
PORT-gtavc-020-float-abi	gtavc	020-float-abi	abi	recorded	AAPCS64
PORT-gtavc-021-interpreter	gtavc	021-interpreter	abi	recorded	NextOS AArch64 runtime
PORT-gtavc-022-glibc-ceiling	gtavc	022-glibc-ceiling	abi	recorded	not a current public artifact; re-audit
PORT-gtavc-023-loader-family	gtavc	023-loader-family	loader	recorded	War Drum RenderWare/GameNative two-module loader
PORT-gtavc-024-init-array	gtavc	024-init-array	loader	recorded	native constructors
PORT-gtavc-025-jni-onload	gtavc	025-jni-onload	loader	recorded	GameNative callbacks
PORT-gtavc-026-native-lifecycle	gtavc	026-native-lifecycle	loader	recorded	native gates/callbacks used for playable flow
PORT-gtavc-027-video-ownership	gtavc	027-video-ownership	video	recorded	Mali-450 fbdev target
PORT-gtavc-028-backend-detection	gtavc	028-backend-detection	video	recorded	not universal
PORT-gtavc-029-gles-probe	gtavc	029-gles-probe	video	recorded	native GLES2
PORT-gtavc-030-drawable-size	gtavc	030-drawable-size	video	recorded	target drawable
PORT-gtavc-031-video-fix-scope	gtavc	031-video-fix-scope	video	recorded	timestep, glass/skid and button fixes exact to this engine
PORT-gtavc-032-native-audio-first	gtavc	032-native-audio-first	audio	recorded	OpenAL native
PORT-gtavc-033-audio-fallback-condition	gtavc	033-audio-fallback-condition	audio	recorded	target configuration only
PORT-gtavc-034-realtime-safety	gtavc	034-realtime-safety	audio	recorded	radio underrun remains a documented limitation
PORT-gtavc-035-portmaster-mapping	gtavc	035-portmaster-mapping	input	recorded	SDL/GameNative plus exact CControllerState fields
PORT-gtavc-036-input-hotplug	gtavc	036-input-hotplug	input	recorded	not universal evidence
PORT-gtavc-037-cursor-context	gtavc	037-cursor-context	input	recorded	not-applicable
PORT-gtavc-038-single-instance	gtavc	038-single-instance	lifecycle	recorded	exact target process
PORT-gtavc-039-save-pause-exit	gtavc	039-save-pause-exit	lifecycle	recorded	playable native flow and frontend exit
PORT-gtavc-040-physical-stacks	gtavc	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"local playable snapshot","result":"menu, new game, world, vehicles, cutscenes, controls and exit","stack":"NextOS Mali-450/fbdev"}]
PORT-gtavc-041-limitations	gtavc	041-limitations	evidence	recorded	["Not universal","Radio can underrun","ARMHF classic attempt is dead negative evidence"]
PORT-gtavc-042-generalization	gtavc	042-generalization	generalization	recorded	{"allowed":["diagnose physics timestep before input","C++ member-hook ABI discipline"],"forbidden":["copy high button ordinals from GTASA","copy engine offsets","claim other devices"]}
PORT-hitmango-001-canonical-id	hitmango	001-canonical-id	identity	recorded	hitmango
PORT-hitmango-002-title	hitmango	002-title	identity	recorded	Hitman GO
PORT-hitmango-003-support-scope	hitmango	003-support-scope	classification	recorded	multi-device-validated
PORT-hitmango-004-publication	hitmango	004-publication	classification	recorded	current-public
PORT-hitmango-005-positive-reference	hitmango	005-positive-reference	classification	recorded	true
PORT-hitmango-006-local-path	hitmango	006-local-path	source	recorded	ports/hitmango
PORT-hitmango-007-remote-url	hitmango	007-remote-url	source	recorded	https://github.com/NextOs-Ports/hitmango-nextos
PORT-hitmango-008-source-snapshot	hitmango	008-source-snapshot	source	recorded	0655a48f616a614fda8964c738531bf1e9a928f3
PORT-hitmango-009-release-tag	hitmango	009-release-tag	release	recorded	v1.2.0
PORT-hitmango-010-release-commit	hitmango	010-release-commit	release	recorded	0655a48f616a614fda8964c738531bf1e9a928f3
PORT-hitmango-011-release-asset	hitmango	011-release-asset	release	recorded	Hitman.GO.Universal.v1.2.0.zip
PORT-hitmango-012-release-sha256	hitmango	012-release-sha256	release	recorded	27b67eb0ab0709d8e49d275c999d7b626e893e3d76ffe867706923685d347f8a
PORT-hitmango-013-data-policy	hitmango	013-data-policy	data	recorded	BYO only
PORT-hitmango-014-package-identity	hitmango	014-package-identity	data	recorded	Hitman GO 1.18.1 arm64 Unity data
PORT-hitmango-015-version-rule	hitmango	015-version-rule	data	recorded	exact supported ARM64 release and required Unity tree
PORT-hitmango-016-transactional-install	hitmango	016-transactional-install	data	recorded	bundled NXExtract prepares legal user data
PORT-hitmango-017-guest-abi	hitmango	017-guest-abi	abi	recorded	Android AArch64
PORT-hitmango-018-host-abi	hitmango	018-host-abi	abi	recorded	Linux AArch64
PORT-hitmango-019-elf-class	hitmango	019-elf-class	abi	recorded	ELF64
PORT-hitmango-020-float-abi	hitmango	020-float-abi	abi	recorded	AAPCS64
PORT-hitmango-021-interpreter	hitmango	021-interpreter	abi	recorded	host AArch64 dynamic loader
PORT-hitmango-022-glibc-ceiling	hitmango	022-glibc-ceiling	abi	recorded	public package <= GLIBC_2.30
PORT-hitmango-023-loader-family	hitmango	023-loader-family	loader	recorded	Unity 2022 IL2CPP multi-module so-loader
PORT-hitmango-024-init-array	hitmango	024-init-array	loader	recorded	all module constructors in NativeLoader order
PORT-hitmango-025-jni-onload	hitmango	025-jni-onload	loader	recorded	libmain, libunity and libil2cpp registration preserved
PORT-hitmango-026-native-lifecycle	hitmango	026-native-lifecycle	loader	recorded	initJni, surface, focus, resume, render, focus loss and pause
PORT-hitmango-027-video-ownership	hitmango	027-video-ownership	video	recorded	SDL/fbdev or firmware path selected by capability
PORT-hitmango-028-backend-detection	hitmango	028-backend-detection	video	recorded	launcher does not force SDL video
PORT-hitmango-029-gles-probe	hitmango	029-gles-probe	video	recorded	conservative real GLES negotiation
PORT-hitmango-030-drawable-size	hitmango	030-drawable-size	video	recorded	host framebuffer/drawable
PORT-hitmango-031-video-fix-scope	hitmango	031-video-fix-scope	video	recorded	backbuffer alpha repair only on compositor evidence
PORT-hitmango-032-native-audio-first	hitmango	032-native-audio-first	audio	recorded	Unity FMOD mixer retained
PORT-hitmango-033-audio-fallback-condition	hitmango	033-audio-fallback-condition	audio	recorded	Android AudioTrack output bridged to SDL
PORT-hitmango-034-realtime-safety	hitmango	034-realtime-safety	audio	recorded	dedicated native PCM thread
PORT-hitmango-035-portmaster-mapping	hitmango	035-portmaster-mapping	input	recorded	SDL gamepad through InControl
PORT-hitmango-036-input-hotplug	hitmango	036-input-hotplug	input	recorded	SDL controller discovery
PORT-hitmango-037-cursor-context	hitmango	037-cursor-context	input	recorded	polished right-stick arrow and R3 only for touch UI; board movement uses game path
PORT-hitmango-038-single-instance	hitmango	038-single-instance	lifecycle	recorded	foreground launcher-owned game
PORT-hitmango-039-save-pause-exit	hitmango	039-save-pause-exit	lifecycle	recorded	clean Unity pause lifecycle before exit
PORT-hitmango-040-physical-stacks	hitmango	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v1.2.0","result":"boards, audio, saves, controls and exit","stack":"ArkOS R36T-class"},{"level":"physical-full","release":"v1.2.0 loader line","result":"boot, levels, audio, saves and exit","stack":"NextOS Mali-450/fbdev"}]
PORT-hitmango-041-limitations	hitmango	041-limitations	evidence	recorded	["Unity/game offsets remain exact-version scoped"]
PORT-hitmango-042-generalization	hitmango	042-generalization	generalization	recorded	{"allowed":["Unity native lifecycle skeleton","FMOD AudioTrack bridge","context-separated cursor"],"forbidden":["copy Unity offsets","force compositor alpha fix without zero-alpha proof"]}
PORT-horizonchase-001-canonical-id	horizonchase	001-canonical-id	identity	recorded	horizonchase
PORT-horizonchase-002-title	horizonchase	002-title	identity	recorded	Horizon Chase
PORT-horizonchase-003-support-scope	horizonchase	003-support-scope	classification	recorded	multi-device-validated
PORT-horizonchase-004-publication	horizonchase	004-publication	classification	recorded	current-public
PORT-horizonchase-005-positive-reference	horizonchase	005-positive-reference	classification	recorded	true
PORT-horizonchase-006-local-path	horizonchase	006-local-path	source	recorded	ports/horizonchase
PORT-horizonchase-007-remote-url	horizonchase	007-remote-url	source	recorded	https://github.com/NextOs-Ports/horizonchase-nextos
PORT-horizonchase-008-source-snapshot	horizonchase	008-source-snapshot	source	recorded	59d2d38dc496ae0a71726181d3ccc80923e4144d
PORT-horizonchase-009-release-tag	horizonchase	009-release-tag	release	recorded	v1.2.2
PORT-horizonchase-010-release-commit	horizonchase	010-release-commit	release	recorded	59d2d38dc496ae0a71726181d3ccc80923e4144d
PORT-horizonchase-011-release-asset	horizonchase	011-release-asset	release	recorded	horizonchase.zip
PORT-horizonchase-012-release-sha256	horizonchase	012-release-sha256	release	recorded	26319e6c397d7e22c5ab09e0caf07c1fb08751a731d9df8478a7d62d57f789e6
PORT-horizonchase-013-data-policy	horizonchase	013-data-policy	data	recorded	BYO only
PORT-horizonchase-014-package-identity	horizonchase	014-package-identity	data	recorded	Horizon Chase 2.6.9 Android ARM64 Unity payload
PORT-horizonchase-015-version-rule	horizonchase	015-version-rule	data	recorded	package, ABI, libraries and Unity generation validated
PORT-horizonchase-016-transactional-install	horizonchase	016-transactional-install	data	recorded	NXExtract builds deterministic asset pack and publishes atomically
PORT-horizonchase-017-guest-abi	horizonchase	017-guest-abi	abi	recorded	Android AArch64
PORT-horizonchase-018-host-abi	horizonchase	018-host-abi	abi	recorded	Linux AArch64
PORT-horizonchase-019-elf-class	horizonchase	019-elf-class	abi	recorded	ELF64
PORT-horizonchase-020-float-abi	horizonchase	020-float-abi	abi	recorded	AAPCS64
PORT-horizonchase-021-interpreter	horizonchase	021-interpreter	abi	recorded	host AArch64 dynamic loader
PORT-horizonchase-022-glibc-ceiling	horizonchase	022-glibc-ceiling	abi	recorded	public loader <= GLIBC_2.30
PORT-horizonchase-023-loader-family	horizonchase	023-loader-family	loader	recorded	Unity 2022.3.33f1 IL2CPP AArch64 so-loader
PORT-horizonchase-024-init-array	horizonchase	024-init-array	loader	recorded	complete constructors for every mapped module
PORT-horizonchase-025-jni-onload	horizonchase	025-jni-onload	loader	recorded	JNI_OnLoad preserved in native order
PORT-horizonchase-026-native-lifecycle	horizonchase	026-native-lifecycle	loader	recorded	Activity, Surface, HandlerThread and Choreographer flow preserved
PORT-horizonchase-027-video-ownership	horizonchase	027-video-ownership	video	recorded	raw EGL only for SDL mali/fbdev; SDL-owned context for KMSDRM/Wayland
PORT-horizonchase-028-backend-detection	horizonchase	028-backend-detection	video	recorded	capability and actual SDL backend
PORT-horizonchase-029-gles-probe	horizonchase	029-gles-probe	video	recorded	vendor, renderer, GLES and compressed texture capabilities
PORT-horizonchase-030-drawable-size	horizonchase	030-drawable-size	video	recorded	real drawable on 640x480, 720p and 1080p
PORT-horizonchase-031-video-fix-scope	horizonchase	031-video-fix-scope	video	recorded	Swappy, alpha and texture fixes guarded by exact observed state
PORT-horizonchase-032-native-audio-first	horizonchase	032-native-audio-first	audio	recorded	Unity/FMOD mix retained; inherited output first
PORT-horizonchase-033-audio-fallback-condition	horizonchase	033-audio-fallback-condition	audio	recorded	reject dummy/disk then negotiate real PipeWire/Pulse/ALSA after failure
PORT-horizonchase-034-realtime-safety	horizonchase	034-realtime-safety	audio	recorded	queued SDL PCM; no guest callback under host lock
PORT-horizonchase-035-portmaster-mapping	horizonchase	035-portmaster-mapping	input	recorded	SDL normalized Xbox mapping
PORT-horizonchase-036-input-hotplug	horizonchase	036-input-hotplug	input	recorded	game controller discovery
PORT-horizonchase-037-cursor-context	horizonchase	037-cursor-context	input	recorded	not-applicable: native menu and vehicle controller path
PORT-horizonchase-038-single-instance	horizonchase	038-single-instance	lifecycle	recorded	foreground lock and exact executable/cmdline checks; never global sweep
PORT-horizonchase-039-save-pause-exit	horizonchase	039-save-pause-exit	lifecycle	recorded	focus loss, pause, save, audio stop and frontend return
PORT-horizonchase-040-physical-stacks	horizonchase	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v1.2.x same loader SHA","result":"complete race, audio, controls, save/reload, exit","stack":"NextOS Mali-450/fbdev"},{"level":"physical-full","release":"v1.2.x same loader SHA","result":"complete race and frontend return","stack":"R36S/ArkOS Mali-G31/KMSDRM"},{"level":"physical-full","release":"v1.2.x same loader SHA","result":"1080p install, gameplay, 30 fps, save and exit","stack":"NextOS X5 Mali-G310/KMSDRM"},{"level":"physical-full","release":"v1.2.x same loader SHA","result":"XAPK install, menu, audio, controller and exit","stack":"ROCKNIX RG-DS Panfrost/Wayland"}]
PORT-horizonchase-041-limitations	horizonchase	041-limitations	evidence	recorded	["Per-engine fixes are not generic even when the capability detector is"]
PORT-horizonchase-042-generalization	horizonchase	042-generalization	generalization	recorded	{"allowed":["raw-EGL versus SDL ownership decision","real-output audio negotiation","memory/capability tiers","exact single-instance ownership"],"forbidden":["manual VBO retirement","accept dummy audio","device-name-only routes"]}
PORT-kotor-001-canonical-id	kotor	001-canonical-id	identity	recorded	kotor
PORT-kotor-002-title	kotor	002-title	identity	recorded	Star Wars: Knights of the Old Republic
PORT-kotor-003-support-scope	kotor	003-support-scope	classification	recorded	multi-device-version-split
PORT-kotor-004-publication	kotor	004-publication	classification	recorded	current-public
PORT-kotor-005-positive-reference	kotor	005-positive-reference	classification	recorded	true
PORT-kotor-006-local-path	kotor	006-local-path	source	recorded	ports/kotor
PORT-kotor-007-remote-url	kotor	007-remote-url	source	recorded	https://github.com/NextOs-Ports/kotor-nextos
PORT-kotor-008-source-snapshot	kotor	008-source-snapshot	source	recorded	6d3424f583368ac0f67005b466c25cfdeb4eea8b
PORT-kotor-009-release-tag	kotor	009-release-tag	release	recorded	v1.0.4
PORT-kotor-010-release-commit	kotor	010-release-commit	release	recorded	6d3424f583368ac0f67005b466c25cfdeb4eea8b
PORT-kotor-011-release-asset	kotor	011-release-asset	release	recorded	kotor-nextos-1.0.4.zip
PORT-kotor-012-release-sha256	kotor	012-release-sha256	release	recorded	dcca08b81f2ed8917abec96b19aaecfc6b2ee68ca462245dc59a1c0cbc386c3a
PORT-kotor-013-data-policy	kotor	013-data-policy	data	recorded	BYO only
PORT-kotor-014-package-identity	kotor	014-package-identity	data	recorded	KOTOR Android ARMv7 plus original OBB ZIP
PORT-kotor-015-version-rule	kotor	015-version-rule	data	recorded	required ARMv7 objects and OBB structure
PORT-kotor-016-transactional-install	kotor	016-transactional-install	data	recorded	NXExtract keeps OBB intact and validates runtime
PORT-kotor-017-guest-abi	kotor	017-guest-abi	abi	recorded	Android ARMv7 softfp
PORT-kotor-018-host-abi	kotor	018-host-abi	abi	recorded	Linux ARMHF hardfp on 32-bit userspace path
PORT-kotor-019-elf-class	kotor	019-elf-class	abi	recorded	ELF32
PORT-kotor-020-float-abi	kotor	020-float-abi	abi	recorded	explicit softfp-to-hardfp thunks
PORT-kotor-021-interpreter	kotor	021-interpreter	abi	recorded	selected 32-bit host runtime
PORT-kotor-022-glibc-ceiling	kotor	022-glibc-ceiling	abi	recorded	public Linux ELFs must remain <= GLIBC_2.30
PORT-kotor-023-loader-family	kotor	023-loader-family	loader	recorded	Odyssey/SDL2 ARMv7 so-loader
PORT-kotor-024-init-array	kotor	024-init-array	loader	recorded	constructors before registration
PORT-kotor-025-jni-onload	kotor	025-jni-onload	loader	recorded	preserved
PORT-kotor-026-native-lifecycle	kotor	026-native-lifecycle	loader	recorded	Activity/OBB/SDL_main order preserved
PORT-kotor-027-video-ownership	kotor	027-video-ownership	video	recorded	firmware SDL/EGL/GLES2
PORT-kotor-028-backend-detection	kotor	028-backend-detection	video	recorded	DRM drawable then fb0 fallback
PORT-kotor-029-gles-probe	kotor	029-gles-probe	video	recorded	real GLES2 context
PORT-kotor-030-drawable-size	kotor	030-drawable-size	video	recorded	DRM/fb0 physical geometry; never virtual_size
PORT-kotor-031-video-fix-scope	kotor	031-video-fix-scope	video	recorded	softfp GLES thunks and exact surface contract only
PORT-kotor-032-native-audio-first	kotor	032-native-audio-first	audio	recorded	FMOD/OpenSL game path retained
PORT-kotor-033-audio-fallback-condition	kotor	033-audio-fallback-condition	audio	recorded	OpenSL output bridged through SDL/Pulse when Android AudioTrack is absent
PORT-kotor-034-realtime-safety	kotor	034-realtime-safety	audio	recorded	native channel lifetime preserved
PORT-kotor-035-portmaster-mapping	kotor	035-portmaster-mapping	input	recorded	SDL database first; narrow VID/PID raw normalizers
PORT-kotor-036-input-hotplug	kotor	036-input-hotplug	input	recorded	SDL controller path
PORT-kotor-037-cursor-context	kotor	037-cursor-context	input	recorded	not-applicable: native controller UI
PORT-kotor-038-single-instance	kotor	038-single-instance	lifecycle	recorded	foreground process
PORT-kotor-039-save-pause-exit	kotor	039-save-pause-exit	lifecycle	recorded	SELECT+START follows pause and exit path
PORT-kotor-040-physical-stacks	kotor	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v1.0.0 loader line","result":"movies, gameplay, audio, controls and exit","stack":"NextOS Mali-450/fbdev"},{"level":"physical-full","release":"v1.0.0 loader line","result":"BYO install, gameplay, audio and clean exit","stack":"R36S/ArkOS Mali-G31/KMSDRM"},{"level":"release-fix","release":"v1.0.4 field fix","result":"unbound buttons, volume and console handback corrected; virgin ZIP and quit path checked","stack":"Knulli RG34XX-SP"}]
PORT-kotor-041-limitations	kotor	041-limitations	evidence	recorded	["Do not call the full Knulli game lifecycle proven by the field-fix evidence alone","Campaign-wide validation is not claimed"]
PORT-kotor-042-generalization	kotor	042-generalization	generalization	recorded	{"allowed":["ELF32 runtime selection","softfp-hardfp bridge pattern","real drawable probing"],"forbidden":["copy VID/PID profile to unknown pads","claim Knulli full support from a launcher fix"]}
PORT-lcs_legacy-001-canonical-id	lcs_legacy	001-canonical-id	identity	recorded	lcs_legacy
PORT-lcs_legacy-002-title	lcs_legacy	002-title	identity	recorded	GTA Liberty City Stories legacy first loader
PORT-lcs_legacy-003-support-scope	lcs_legacy	003-support-scope	classification	recorded	local-historical-superseded
PORT-lcs_legacy-004-publication	lcs_legacy	004-publication	classification	recorded	local-reference
PORT-lcs_legacy-005-positive-reference	lcs_legacy	005-positive-reference	classification	recorded	true
PORT-lcs_legacy-006-local-path	lcs_legacy	006-local-path	source	recorded	ports/lcs
PORT-lcs_legacy-007-remote-url	lcs_legacy	007-remote-url	source	recorded	not-applicable: superseded local tree
PORT-lcs_legacy-008-source-snapshot	lcs_legacy	008-source-snapshot	source	recorded	97e4d07ce0531b0d398373021be7677913f52c47
PORT-lcs_legacy-009-release-tag	lcs_legacy	009-release-tag	release	recorded	superseded
PORT-lcs_legacy-010-release-commit	lcs_legacy	010-release-commit	release	recorded	97e4d07ce0531b0d398373021be7677913f52c47
PORT-lcs_legacy-011-release-asset	lcs_legacy	011-release-asset	release	recorded	not-applicable: use gtalcs2 as maintained port
PORT-lcs_legacy-012-release-sha256	lcs_legacy	012-release-sha256	release	recorded	not-applicable: superseded
PORT-lcs_legacy-013-data-policy	lcs_legacy	013-data-policy	data	recorded	BYO Rockstar APK/WAD
PORT-lcs_legacy-014-package-identity	lcs_legacy	014-package-identity	data	recorded	com.rockstargames.gtalcs ARM64
PORT-lcs_legacy-015-version-rule	lcs_legacy	015-version-rule	data	recorded	same guest family as gtalcs2
PORT-lcs_legacy-016-transactional-install	lcs_legacy	016-transactional-install	data	recorded	historical manual setup
PORT-lcs_legacy-017-guest-abi	lcs_legacy	017-guest-abi	abi	recorded	Android AArch64
PORT-lcs_legacy-018-host-abi	lcs_legacy	018-host-abi	abi	recorded	Linux AArch64
PORT-lcs_legacy-019-elf-class	lcs_legacy	019-elf-class	abi	recorded	ELF64
PORT-lcs_legacy-020-float-abi	lcs_legacy	020-float-abi	abi	recorded	AAPCS64
PORT-lcs_legacy-021-interpreter	lcs_legacy	021-interpreter	abi	recorded	NextOS AArch64 runtime
PORT-lcs_legacy-022-glibc-ceiling	lcs_legacy	022-glibc-ceiling	abi	recorded	historical local artifact
PORT-lcs_legacy-023-loader-family	lcs_legacy	023-loader-family	loader	recorded	Bully-derived War Drum/Leeds low-level loader
PORT-lcs_legacy-024-init-array	lcs_legacy	024-init-array	loader	recorded	native constructors
PORT-lcs_legacy-025-jni-onload	lcs_legacy	025-jni-onload	loader	recorded	low-level/native flow
PORT-lcs_legacy-026-native-lifecycle	lcs_legacy	026-native-lifecycle	loader	recorded	superseded by clean JNI-table implementation
PORT-lcs_legacy-027-video-ownership	lcs_legacy	027-video-ownership	video	recorded	Mali-450 fbdev target
PORT-lcs_legacy-028-backend-detection	lcs_legacy	028-backend-detection	video	recorded	not universal
PORT-lcs_legacy-029-gles-probe	lcs_legacy	029-gles-probe	video	recorded	GLES2
PORT-lcs_legacy-030-drawable-size	lcs_legacy	030-drawable-size	video	recorded	1280x720 target
PORT-lcs_legacy-031-video-fix-scope	lcs_legacy	031-video-fix-scope	video	recorded	historical performance/thread/save hints only
PORT-lcs_legacy-032-native-audio-first	lcs_legacy	032-native-audio-first	audio	recorded	OpenAL target path
PORT-lcs_legacy-033-audio-fallback-condition	lcs_legacy	033-audio-fallback-condition	audio	recorded	historical
PORT-lcs_legacy-034-realtime-safety	lcs_legacy	034-realtime-safety	audio	recorded	not a new framework authority
PORT-lcs_legacy-035-portmaster-mapping	lcs_legacy	035-portmaster-mapping	input	recorded	event-based target controls
PORT-lcs_legacy-036-input-hotplug	lcs_legacy	036-input-hotplug	input	recorded	not universal evidence
PORT-lcs_legacy-037-cursor-context	lcs_legacy	037-cursor-context	input	recorded	not-applicable
PORT-lcs_legacy-038-single-instance	lcs_legacy	038-single-instance	lifecycle	recorded	historical exact process
PORT-lcs_legacy-039-save-pause-exit	lcs_legacy	039-save-pause-exit	lifecycle	recorded	playable on-foot target flow
PORT-lcs_legacy-040-physical-stacks	lcs_legacy	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"legacy local","result":"boot, cutscenes, on-foot gameplay, audio, controls and exit; driving RAM limitation","stack":"NextOS Mali-450/fbdev"}]
PORT-lcs_legacy-041-limitations	lcs_legacy	041-limitations	evidence	recorded	["Superseded by ports/gtalcs2","Not universal","Do not use as the primary LCS architecture"]
PORT-lcs_legacy-042-generalization	lcs_legacy	042-generalization	generalization	recorded	{"allowed":["narrow historical save/cloud/thread hints after re-proof"],"forbidden":["base a new port on superseded architecture","claim other devices"]}
PORT-limbo_local-001-canonical-id	limbo_local	001-canonical-id	identity	recorded	limbo_local
PORT-limbo_local-002-title	limbo_local	002-title	identity	recorded	LIMBO local loader and audited small package
PORT-limbo_local-003-support-scope	limbo_local	003-support-scope	classification	recorded	negative-wip
PORT-limbo_local-004-publication	limbo_local	004-publication	classification	recorded	not-current-official-PortMaster
PORT-limbo_local-005-positive-reference	limbo_local	005-positive-reference	classification	recorded	false
PORT-limbo_local-006-local-path	limbo_local	006-local-path	source	recorded	ports/limbo
PORT-limbo_local-007-remote-url	limbo_local	007-remote-url	source	recorded	not-applicable: no ports/limbo history in current official PortsMaster/PortMaster-New
PORT-limbo_local-008-source-snapshot	limbo_local	008-source-snapshot	source	recorded	a4ae8cae941eb242d1ce752a21c78d49d5074adc
PORT-limbo_local-009-release-tag	limbo_local	009-release-tag	release	recorded	not-applicable: WIP
PORT-limbo_local-010-release-commit	limbo_local	010-release-commit	release	recorded	a4ae8cae941eb242d1ce752a21c78d49d5074adc
PORT-limbo_local-011-release-asset	limbo_local	011-release-asset	release	recorded	external small package was audited only for launcher shape
PORT-limbo_local-012-release-sha256	limbo_local	012-release-sha256	release	recorded	not-applicable: no canonical approved release hash
PORT-limbo_local-013-data-policy	limbo_local	013-data-policy	data	recorded	BYO only
PORT-limbo_local-014-package-identity	limbo_local	014-package-identity	data	recorded	matching LIMBO Android AArch64 libraries/assets
PORT-limbo_local-015-version-rule	limbo_local	015-version-rule	data	recorded	contextual bridge refuses unknown layout
PORT-limbo_local-016-transactional-install	limbo_local	016-transactional-install	data	recorded	not closed as a clean-device product install
PORT-limbo_local-017-guest-abi	limbo_local	017-guest-abi	abi	recorded	Android AArch64
PORT-limbo_local-018-host-abi	limbo_local	018-host-abi	abi	recorded	Linux AArch64
PORT-limbo_local-019-elf-class	limbo_local	019-elf-class	abi	recorded	ELF64
PORT-limbo_local-020-float-abi	limbo_local	020-float-abi	abi	recorded	AAPCS64
PORT-limbo_local-021-interpreter	limbo_local	021-interpreter	abi	recorded	NextOS AArch64 runtime
PORT-limbo_local-022-glibc-ceiling	limbo_local	022-glibc-ceiling	abi	recorded	current-sysroot build; not a universal release
PORT-limbo_local-023-loader-family	limbo_local	023-loader-family	loader	recorded	NativeActivity/GLES2/Wwise loader
PORT-limbo_local-024-init-array	limbo_local	024-init-array	loader	recorded	documented native order
PORT-limbo_local-025-jni-onload	limbo_local	025-jni-onload	loader	recorded	documented
PORT-limbo_local-026-native-lifecycle	limbo_local	026-native-lifecycle	loader	recorded	GAME ON and press-start reached, final clean validation pending
PORT-limbo_local-027-video-ownership	limbo_local	027-video-ownership	video	recorded	NextOS Mali fbdev experiment
PORT-limbo_local-028-backend-detection	limbo_local	028-backend-detection	video	recorded	not proven beyond target
PORT-limbo_local-029-gles-probe	limbo_local	029-gles-probe	video	recorded	Mali-450 GLES2
PORT-limbo_local-030-drawable-size	limbo_local	030-drawable-size	video	recorded	target drawable
PORT-limbo_local-031-video-fix-scope	limbo_local	031-video-fix-scope	video	recorded	ThreadEvent and finish/swap workarounds remain WIP evidence only
PORT-limbo_local-032-native-audio-first	limbo_local	032-native-audio-first	audio	recorded	Wwise/OpenSL banks through SDL
PORT-limbo_local-033-audio-fallback-condition	limbo_local	033-audio-fallback-condition	audio	recorded	experimental bridge
